# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EJFNJEFF_00001      K03495  294.00 1004.1  4.8e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  EJFNJEFF_00014      K18905  136.10   25.8   7.5e-07 TetR/AcrR family transcriptional regulator, repressor of the ameABC operon
  EJFNJEFF_00014      K18294  123.97   24.4   2.1e-06 TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor
  EJFNJEFF_00014      K19047  257.30   23.7   3.4e-06 TetR/AcrR family transcriptional regulator, repressor of tetCD
  EJFNJEFF_00014      K22041  187.33   22.8   6.7e-06 TetR/AcrR family transcriptional regulator, copper-responsive repressor
  EJFNJEFF_00014      K18937  249.10   22.7   5.9e-06 TetR/AcrR family transcriptional regulator, repressor for lfrA
  EJFNJEFF_00014      K22294  247.10   22.5   8.1e-06 TetR/AcrR family transcriptional regulator, upper aerobic nicotinate degradation pathway regulator
  EJFNJEFF_00014      K19335  189.17   21.3   2.2e-05 TetR/AcrR family transcriptional regulator, repressor for divergent bdcA
  EJFNJEFF_00014      K18992  169.63   19.9   5.4e-05 TetR/AcrR family transcriptional regulator, cmeABC operon repressor
  EJFNJEFF_00014      K20325  281.63   19.6   5.2e-05 TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor
  EJFNJEFF_00014      K05501  126.23   19.5   6.1e-05 TetR/AcrR family transcriptional regulator
  EJFNJEFF_00014      K10778  202.27   19.2   7.1e-05 AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
  EJFNJEFF_00014      K18129  233.80   17.1    0.0004 TetR/AcrR family transcriptional regulator, mexXY operon repressor
  EJFNJEFF_00014      K18130  246.63   14.8    0.0015 TetR/AcrR family transcriptional regulator, transcriptional repressor NalC
  EJFNJEFF_00014      K19060       -   14.6    0.0016 TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor
  EJFNJEFF_00014      K13633  262.80   14.1    0.0015 AraC family transcriptional regulator, transcriptional activator FtrA
  EJFNJEFF_00014      K20968  145.47   13.6    0.0031 AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA
  EJFNJEFF_00014      K21563  195.13   12.7    0.0064 CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator
  EJFNJEFF_00014      K18137  292.10   12.4    0.0088 TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon
* EJFNJEFF_00015      K04760  185.63  266.1   2.1e-80 transcription elongation factor GreB
  EJFNJEFF_00015      K03624  142.80  113.8   7.6e-34 transcription elongation factor GreA
  EJFNJEFF_00015      K06140   87.20   27.5   2.2e-07 regulator of nucleoside diphosphate kinase
* EJFNJEFF_00016      K06959  448.10 1184.0         0 protein Tex
  EJFNJEFF_00016      K02357  114.53   94.9   4.4e-28 elongation factor Ts
  EJFNJEFF_00016      K02945  158.50   86.4   1.7e-25 small subunit ribosomal protein S1
  EJFNJEFF_00016      K07571  141.73   85.8   2.6e-25 S1 RNA binding domain protein
  EJFNJEFF_00016      K07570  126.43   78.7   4.2e-23 general stress protein 13
  EJFNJEFF_00016      K02237   74.43   66.3   3.8e-19 competence protein ComEA
  EJFNJEFF_00016      K00962  309.97   54.0   8.3e-16 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
  EJFNJEFF_00016      K12573  480.03   36.1   2.3e-10 ribonuclease R [EC:3.1.13.1]
  EJFNJEFF_00016      K03049  178.23   32.4   6.2e-09 DNA-directed RNA polymerase subunit E' [EC:2.7.7.6]
  EJFNJEFF_00016      K07463  148.63   23.1   1.9e-06 archaea-specific RecJ-like exonuclease
  EJFNJEFF_00016      K00243  156.30   20.8   1.8e-05 uncharacterized protein
  EJFNJEFF_00016      K02460   53.73   18.1   0.00014 general secretion pathway protein K
  EJFNJEFF_00016      K08301  596.87   15.2   0.00059 ribonuclease G [EC:3.1.26.-]
  EJFNJEFF_00016      K21579  610.93   14.6    0.0012 betaine reductase complex component B subunit beta [EC:1.21.4.4]
  EJFNJEFF_00016      K11620  197.83   13.8    0.0042 lia operon protein LiaH
* EJFNJEFF_00017      K02470  958.10 1077.3         0 DNA gyrase subunit B [EC:5.6.2.2]
  EJFNJEFF_00017      K02622  890.13  744.4  1.3e-224 topoisomerase IV subunit B [EC:5.6.2.2]
  EJFNJEFF_00017      K07476   81.40   17.8   0.00024 toprim domain protein
  EJFNJEFF_00017      K15011  206.87   16.4   0.00029 two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
  EJFNJEFF_00017      K18702  443.13   13.4    0.0029 CoA:oxalate CoA-transferase [EC:2.8.3.19]
  EJFNJEFF_00017      K02484  302.80   13.1    0.0038 two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
  EJFNJEFF_00017      K00936  113.13   12.9    0.0039 two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]
  EJFNJEFF_00017      K07655  395.90   12.7    0.0044 two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]
  EJFNJEFF_00017      K07649  427.87   10.9      0.01 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
  EJFNJEFF_00017      K13598  298.90   10.5     0.014 two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
  EJFNJEFF_00017      K07682  211.03   10.3      0.02 two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]
  EJFNJEFF_00017      K02486  318.27   10.3     0.017 two-component system, sensor kinase [EC:2.7.13.3]
* EJFNJEFF_00018      K01783  254.50  369.1  4.1e-111 ribulose-phosphate 3-epimerase [EC:5.1.3.1]
  EJFNJEFF_00018      K17195  252.77  193.1     4e-58 D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]
  EJFNJEFF_00018      K14587  249.07  145.3   1.5e-43 protein sgcE [EC:5.1.3.-]
  EJFNJEFF_00018      K08093  172.00   32.2   5.7e-09 3-hexulose-6-phosphate synthase [EC:4.1.2.43]
  EJFNJEFF_00018      K00788  163.77   27.4   1.8e-07 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
  EJFNJEFF_00018      K03813  248.20   23.5     2e-06 molybdenum transport protein [EC:2.4.2.-]
  EJFNJEFF_00018      K13812  350.50   22.6     4e-06 bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]
  EJFNJEFF_00018      K13831  322.07   20.0   2.6e-05 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]
  EJFNJEFF_00018      K17104  221.60   17.2   0.00027 phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]
  EJFNJEFF_00018      K01814  260.67   16.2   0.00044 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
  EJFNJEFF_00018      K00767  311.33   14.8   0.00067 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
  EJFNJEFF_00018      K03078  220.07   14.4    0.0022 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]
  EJFNJEFF_00018      K01631  209.23   12.7    0.0055 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]
  EJFNJEFF_00018      K06201   47.53   12.5    0.0059 copper homeostasis protein
  EJFNJEFF_00018      K11332  354.57   11.2     0.017 two-component system, OmpR family, response regulator NblR
  EJFNJEFF_00018      K17828  292.10   10.9     0.012 dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
* EJFNJEFF_00019      K01091  120.60  212.3   1.3e-63 phosphoglycolate phosphatase [EC:3.1.3.18]
  EJFNJEFF_00019      K22292  220.27  157.0   7.4e-47 N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]
  EJFNJEFF_00019      K06019  194.57  143.5   7.1e-43 pyrophosphatase PpaX [EC:3.6.1.1]
  EJFNJEFF_00019      K01838  166.10  109.0   3.1e-32 beta-phosphoglucomutase [EC:5.4.2.6]
  EJFNJEFF_00019      K07025  118.97  108.1   6.4e-32 putative hydrolase of the HAD superfamily
  EJFNJEFF_00019      K08723  237.40  102.0   4.1e-30 5'-nucleotidase [EC:3.1.3.5]
  EJFNJEFF_00019      K20862  177.77   89.2   3.1e-26 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
  EJFNJEFF_00019      K01560  139.87   79.0   4.1e-23 2-haloacid dehalogenase [EC:3.8.1.2]
  EJFNJEFF_00019      K24204  206.00   77.1   1.5e-22 mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68]
  EJFNJEFF_00019      K16017  252.93   75.1     4e-22 AHBA synthesis associated protein
  EJFNJEFF_00019      K19270  212.33   64.9   7.3e-19 mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]
  EJFNJEFF_00019      K22912  193.50   62.6   3.7e-18 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
  EJFNJEFF_00019      K06116  225.60   54.0   1.2e-15 glycerol-1-phosphatase [EC:3.1.3.21]
  EJFNJEFF_00019      K05306  173.97   42.3   4.1e-12 phosphonoacetaldehyde hydrolase [EC:3.11.1.1]
  EJFNJEFF_00019      K01079  124.27   41.3   9.6e-12 phosphoserine phosphatase [EC:3.1.3.3]
  EJFNJEFF_00019      K20881  116.73   41.2   1.3e-11 5'-nucleotidase [EC:3.1.3.5]
  EJFNJEFF_00019      K20866  144.97   41.0   2.1e-11 glucose-1-phosphatase [EC:3.1.3.10]
  EJFNJEFF_00019      K20884  298.87   37.3   1.5e-10 riboflavin kinase / FMN hydrolase [EC:2.7.1.26 3.1.3.102]
  EJFNJEFF_00019      K01097  176.43   36.8     2e-10 N-acylneuraminate-9-phosphatase [EC:3.1.3.29]
  EJFNJEFF_00019      K21064  181.37   35.3   7.5e-10 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
  EJFNJEFF_00019      K07015  110.20   33.7   2.6e-09 uncharacterized protein
  EJFNJEFF_00019      K03273  155.00   33.2   4.2e-09 D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]
  EJFNJEFF_00019      K11777  156.30   31.4   1.3e-08 HAD superfamily phosphatase
  EJFNJEFF_00019      K19269  388.23   29.2   3.6e-08 phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]
  EJFNJEFF_00019      K20437       -   28.3   9.8e-08 validoxylamine A 7'-phosphate phosphatase [EC:3.1.3.101]
  EJFNJEFF_00019      K22223  150.23   28.0   1.4e-07 phosphoglycolate phosphatase [EC:3.1.3.18]
  EJFNJEFF_00019      K05967  106.13   27.7   2.1e-07 uncharacterized protein
  EJFNJEFF_00019      K01101  291.97   26.6   2.5e-07 4-nitrophenyl phosphatase [EC:3.1.3.41]
  EJFNJEFF_00019      K18697  120.33   24.9   1.1e-06 phosphatidylglycerophosphatase C [EC:3.1.3.27]
  EJFNJEFF_00019      K17623  231.47   23.6   2.1e-06 pseudouridine 5'-phosphatase [EC:3.1.3.96]
  EJFNJEFF_00019      K20860  159.80   21.0   1.4e-05 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
  EJFNJEFF_00019      K11938  173.53   20.8   1.8e-05 HMP-PP phosphatase [EC:3.6.1.-]
  EJFNJEFF_00019      K15781  300.40   20.0   1.5e-05 putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]
  EJFNJEFF_00019      K17619   58.43   17.3   0.00023 magnesium-dependent phosphatase 1 [EC:3.1.3.48 3.1.3.-]
  EJFNJEFF_00019      K20861  358.30   17.0   0.00038 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
  EJFNJEFF_00019      K17686  813.70   16.9   0.00013 P-type Cu+ transporter [EC:7.2.2.8]
  EJFNJEFF_00019      K03270  160.43   16.8    0.0003 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
  EJFNJEFF_00019      K01533  851.00   16.4   0.00022 P-type Cu2+ transporter [EC:7.2.2.9]
  EJFNJEFF_00019      K02101  300.20   16.2   0.00041 arabinose operon protein AraL
  EJFNJEFF_00019      K24189  342.80   14.3    0.0016 (DL)-glycerol-3-phosphatase [EC:3.1.3.21]
  EJFNJEFF_00019      K02566  312.93   14.0    0.0016 NagD protein
  EJFNJEFF_00019      K00616  146.97   13.1    0.0038 transaldolase [EC:2.2.1.2]
  EJFNJEFF_00019      K07757  390.73   12.7    0.0062 sugar-phosphatase [EC:3.1.3.23]
  EJFNJEFF_00019      K21063  262.23   11.8     0.012 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
  EJFNJEFF_00019      K07024  232.97   11.4     0.011 sucrose-6-phosphatase [EC:3.1.3.24]
  EJFNJEFF_00019      K07026  124.27   10.5     0.025 mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]
  EJFNJEFF_00019      K01534  722.17    9.3     0.027 Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]
  EJFNJEFF_00019      K06117  327.47    8.0      0.11 glycerol-1-phosphatase [EC:3.1.3.21]
* EJFNJEFF_00020      K01914  231.43  499.2  4.8e-151 aspartate--ammonia ligase [EC:6.3.1.1]
  EJFNJEFF_00020      K04567  328.10   13.6    0.0017 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
  EJFNJEFF_00020      K04568  306.60    9.7      0.04 elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]
  EJFNJEFF_00020      K15395 4134.90    8.3     0.015 hybrid polyketide synthase / nonribosomal peptide synthetase FtdB
* EJFNJEFF_00021      K03718  150.43  206.7   3.4e-62 Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
  EJFNJEFF_00021      K03719  130.60  121.0   6.8e-36 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
  EJFNJEFF_00021      K05800  206.50   97.6   8.9e-29 Lrp/AsnC family transcriptional regulator
  EJFNJEFF_00021      K06154  195.30   65.1   5.9e-19 Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis
  EJFNJEFF_00021      K15782  164.43   61.0   9.6e-18 Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes
  EJFNJEFF_00021      K22225  122.20   27.8   8.8e-08 siroheme decarboxylase [EC:4.1.1.111]
  EJFNJEFF_00021      K07725   66.03   20.0   3.5e-05 CRISPR-associated protein Csa3
  EJFNJEFF_00021      K07721   66.57   19.2   7.8e-05 ArsR family transcriptional regulator
  EJFNJEFF_00021      K18906  126.47   18.9   0.00011 MarR family transcriptional regulator, multiple gene regulator MgrA
  EJFNJEFF_00021      K21454  119.03   17.2    0.0003 MarR family transcriptional regulator, teicoplanin-associated locus regulator
  EJFNJEFF_00021      K02444  265.23   16.2   0.00038 DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
  EJFNJEFF_00021      K09012  125.00   14.5    0.0023 DeoR family transcriptional regulator, suf operon transcriptional repressor
  EJFNJEFF_00021      K02565  421.23   14.3    0.0014 N-acetylglucosamine repressor
  EJFNJEFF_00021      K21827  333.57   14.2    0.0017 IclR family transcriptional regulator, arginine deiminase pathway regulator
  EJFNJEFF_00021      K02468  282.63   14.1    0.0026 DeoR family transcriptional regulator, glucitol operon repressor
  EJFNJEFF_00021      K02081  287.30   13.7    0.0022 DeoR family transcriptional regulator, aga operon transcriptional repressor
  EJFNJEFF_00021      K00583   88.47   13.4     0.005 tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]
  EJFNJEFF_00021      K03436  279.97   12.4    0.0061 DeoR family transcriptional regulator, fructose operon transcriptional repressor
  EJFNJEFF_00021      K16328  220.17   12.3    0.0046 pseudouridine kinase [EC:2.7.1.83]
  EJFNJEFF_00021      K06283   47.37   12.0     0.014 putative DeoR family transcriptional regulator, stage III sporulation protein D
  EJFNJEFF_00021      K24073  187.70   11.9     0.013 RNA polymerase sigma factor CnrH
  EJFNJEFF_00021      K03892   87.30   11.7     0.019 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
  EJFNJEFF_00021      K11924  135.77   11.6     0.017 DtxR family transcriptional regulator, manganese transport regulator
  EJFNJEFF_00021      K00162  504.10   11.5    0.0084 pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
  EJFNJEFF_00021      K03088   64.93   11.5     0.014 RNA polymerase sigma-70 factor, ECF subfamily
  EJFNJEFF_00021      K18294  123.97   11.4      0.02 TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor
  EJFNJEFF_00021      K23988  219.73   10.8     0.023 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]
  EJFNJEFF_00021      K03712  118.93   10.6      0.03 MarR family transcriptional regulator, multiple antibiotic resistance protein MarR
  EJFNJEFF_00021      K01738  417.07   10.5      0.02 cysteine synthase [EC:2.5.1.47]
* EJFNJEFF_00022      K04762   53.90  159.5   1.2e-47 ribosome-associated heat shock protein Hsp15
  EJFNJEFF_00022      K06442   70.70   23.8   1.8e-06 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]
  EJFNJEFF_00022      K06179  327.40   22.2   6.5e-06 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]
  EJFNJEFF_00022      K02986   69.77   19.0     8e-05 small subunit ribosomal protein S4
  EJFNJEFF_00022      K06180  282.67   17.0    0.0003 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
  EJFNJEFF_00022      K14761   47.63   15.5    0.0013 ribosome-associated protein
  EJFNJEFF_00022      K06183  291.90   15.1   0.00086 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]
  EJFNJEFF_00023      K15537  198.30    9.4     0.035 alkylglycerol monooxygenase [EC:1.14.16.5]
  EJFNJEFF_00023      K13598  298.90    3.3       2.1 two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
  EJFNJEFF_00023      K21397  381.93    2.4       3.4 ABC transport system ATP-binding/permease protein
  EJFNJEFF_00024      K03980  214.57    9.0     0.032 putative peptidoglycan lipid II flippase
  EJFNJEFF_00024      K07706  114.63    3.8       2.3 two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]
  EJFNJEFF_00024      K07037  241.33    3.7       1.5 cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]
  EJFNJEFF_00024      K03762  468.30    3.1       2.8 MFS transporter, MHS family, proline/betaine transporter
  EJFNJEFF_00024      K08082  274.43    3.1       4.2 two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
  EJFNJEFF_00024      K07778  172.60    1.7       9.2 two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
  EJFNJEFF_00024      K08979  126.33    1.5       7.1 putative membrane protein
  EJFNJEFF_00024      K21306  285.03    1.3       8.1 dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]
  EJFNJEFF_00024      K18967  241.73    0.4        28 diguanylate cyclase [EC:2.7.7.65]
* EJFNJEFF_00025      K01082  181.40  217.9   2.6e-65 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]
  EJFNJEFF_00025      K01092  204.73  138.0   4.6e-41 myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
  EJFNJEFF_00025      K05602  235.43   98.2   6.6e-29 histidinol-phosphatase [EC:3.1.3.15]
  EJFNJEFF_00025      K18649  250.47   93.7     1e-27 inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]
  EJFNJEFF_00025      K15422  427.80   57.9   6.8e-17 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]
* EJFNJEFF_00026      K00036  378.77  662.6  6.7e-200 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
* EJFNJEFF_00027      K01057  117.83  200.9   4.1e-60 6-phosphogluconolactonase [EC:3.1.1.31]
  EJFNJEFF_00027      K02564  208.33   75.8   3.7e-22 glucosamine-6-phosphate deaminase [EC:3.5.99.6]
