# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EBNMPBKG_00007      K12297  549.43 1052.1         0 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]
  EBNMPBKG_00021      K16013  510.50  145.9   1.6e-43 ATP-binding cassette, subfamily C, bacterial CydD
  EBNMPBKG_00021      K18889  664.70  145.8   1.5e-43 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_00021      K16012  452.43  143.0   1.1e-42 ATP-binding cassette, subfamily C, bacterial CydC
  EBNMPBKG_00021      K21397  381.93  142.0   2.1e-42 ABC transport system ATP-binding/permease protein
  EBNMPBKG_00021      K24846  517.97  141.0   3.5e-42 ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]
  EBNMPBKG_00021      K15583  505.27  139.9   9.5e-42 oligopeptide transport system ATP-binding protein
  EBNMPBKG_00021      K11004  957.20  138.9   1.6e-41 ATP-binding cassette, subfamily B, bacterial HlyB/CyaB
  EBNMPBKG_00021      K15587  334.70  138.6   2.2e-41 nickel transport system ATP-binding protein [EC:7.2.2.11]
  EBNMPBKG_00021      K11957  373.70  137.9   2.7e-41 neutral amino acid transport system ATP-binding protein
  EBNMPBKG_00021      K17204  627.63  137.2   4.4e-41 erythritol transport system ATP-binding protein
  EBNMPBKG_00021      K10822  138.23  137.0   5.8e-41 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
  EBNMPBKG_00021      K20344  769.87  136.9   5.5e-41 ATP-binding cassette, subfamily C, bacteriocin exporter
  EBNMPBKG_00021      K10562  701.97  135.8   1.2e-40 rhamnose transport system ATP-binding protein [EC:7.5.2.-]
  EBNMPBKG_00021      K11958  375.13  135.7   1.4e-40 neutral amino acid transport system ATP-binding protein
  EBNMPBKG_00021      K24712 1113.77  135.0   2.1e-40 D-galactose transport system ATP-binding protein [EC:7.5.2.11]
  EBNMPBKG_00021      K13409  689.87  133.9   4.6e-40 ATP-binding cassette, subfamily B, bacterial CvaB/MchF/RaxB
  EBNMPBKG_00021      K00400  550.73  133.5   8.4e-40 methyl coenzyme M reductase system, component A2
  EBNMPBKG_00021      K18232  469.97  132.0   2.7e-39 oleandomycin transport system ATP-binding protein
  EBNMPBKG_00021      K16014  920.83  131.3   3.2e-39 ATP-binding cassette, subfamily C, bacterial CydCD
  EBNMPBKG_00021      K05833  184.70  131.1   3.7e-39 putative tryptophan/tyrosine transport system ATP-binding protein
  EBNMPBKG_00021      K12541  666.57  129.9   6.8e-39 ATP-binding cassette, subfamily C, bacterial LapB
  EBNMPBKG_00021      K17215  730.17  129.7   9.5e-39 inositol transport system ATP-binding protein
  EBNMPBKG_00021      K23188  450.77  127.7     4e-38 ferric enterobactin transport system ATP-binding protein [EC:7.2.2.17]
  EBNMPBKG_00021      K18104  618.43  127.4   4.4e-38 ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]
  EBNMPBKG_00021      K11710  353.93  126.7     9e-38 manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]
  EBNMPBKG_00021      K14699  603.53  126.2   1.5e-37 ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ [EC:7.-.-.-]
  EBNMPBKG_00021      K19083  405.17  125.9   1.4e-37 bacitracin transport system ATP-binding protein
  EBNMPBKG_00021      K15558       -  125.8   1.9e-37 phthalate transport system ATP-binding protein
  EBNMPBKG_00021      K18893  780.17  125.2   2.4e-37 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_00021      K10539  699.13  125.0   2.1e-37 L-arabinose transport system ATP-binding protein [EC:7.5.2.12]
  EBNMPBKG_00021      K10558  574.93  124.7   3.6e-37 AI-2 transport system ATP-binding protein
  EBNMPBKG_00021      K19973  340.30  124.5   3.8e-37 manganese transport system ATP-binding protein [EC:7.2.2.5]
  EBNMPBKG_00021      K17210  668.87  123.8   6.4e-37 inositol transport system ATP-binding protein
  EBNMPBKG_00021      K16202  569.93  122.6   1.4e-36 dipeptide transport system ATP-binding protein
  EBNMPBKG_00021      K11603  361.60  121.5     3e-36 manganese transport system ATP-binding protein [EC:7.2.2.5]
  EBNMPBKG_00021      K18887  706.87  121.0   4.4e-36 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_00021      K14698  616.33  119.9     1e-35 ATP-binding cassette, subfamily B, bacterial IrtA/YbtP [EC:7.-.-.-]
  EBNMPBKG_00021      K12371  494.00  119.6   1.3e-35 dipeptide transport system ATP-binding protein
  EBNMPBKG_00021      K10548  728.90  119.3   1.5e-35 putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
  EBNMPBKG_00021      K18890  711.33  117.4   5.6e-35 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_00021      K11962  317.53  117.4   6.6e-35 urea transport system ATP-binding protein
  EBNMPBKG_00021      K16921  284.73  117.3     6e-35 acetoin utilization transport system ATP-binding protein
  EBNMPBKG_00021      K23547  642.20  115.5   2.1e-34 sugar transport system ATP-binding protein
  EBNMPBKG_00021      K06159  568.50  115.1   2.7e-34 multidrug/microcin transport system ATP-binding/permease protein
  EBNMPBKG_00021      K16907  356.07  115.0   3.4e-34 fluoroquinolone transport system ATP-binding protein [EC:7.6.2.-]
  EBNMPBKG_00021      K20485  585.63  113.9   6.1e-34 ATP-binding cassette, subfamily B, bacterial NisT/SpaT
  EBNMPBKG_00021      K09693  382.27  112.9   1.8e-33 teichoic acid transport system ATP-binding protein [EC:7.5.2.4]
  EBNMPBKG_00021      K12536  499.00  112.7   1.3e-33 ATP-binding cassette, subfamily C, type I secretion system permease/ATPase
  EBNMPBKG_00021      K10830  357.77  112.7   1.6e-33 manganese/zinc transport system ATP-binding protein [EC:7.2.2.5]
  EBNMPBKG_00021      K10542  730.20  110.3   8.1e-33 methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]
  EBNMPBKG_00021      K10554  390.77  110.3   9.7e-33 fructose transport system ATP-binding protein
  EBNMPBKG_00021      K05780  229.80  110.3   8.5e-33 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
  EBNMPBKG_00021      K05781  277.20  110.1   1.2e-32 putative phosphonate transport system ATP-binding protein
  EBNMPBKG_00021      K24821  862.80  108.9   1.8e-32 ATP-binding cassette, subfamily B, heavy metal transporter
  EBNMPBKG_00021      K05776  298.33  108.5   3.3e-32 molybdate transport system ATP-binding protein
  EBNMPBKG_00021      K24819  791.70  108.3   3.5e-32 ATP-binding cassette, subfamily B, beta-glucan exporter [EC:7.5.2.3]
  EBNMPBKG_00021      K12531  996.53  107.6   4.5e-32 ATP-binding cassette, subfamily B, bacterial RtxE
  EBNMPBKG_00021      K02018  245.83  106.9     1e-31 molybdate transport system permease protein
  EBNMPBKG_00021      K06160  581.33  105.0   3.1e-31 putative pyoverdin transport system ATP-binding/permease protein
  EBNMPBKG_00021      K06074  240.47  103.0   1.6e-30 vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
  EBNMPBKG_00021      K24708  677.63  102.8   1.2e-30 ATP-binding cassette, subfamily B, putative efflux pump [EC:7.6.2.-]
  EBNMPBKG_00021      K15738  633.23  102.6   1.7e-30 ABC transport system ATP-binding/permease protein
  EBNMPBKG_00021      K10551  678.97  102.2   2.3e-30 D-allose transport system ATP-binding protein [EC:7.5.2.8]
  EBNMPBKG_00021      K11607  412.77  101.4   4.1e-30 manganese/iron transport system ATP-binding protein
  EBNMPBKG_00021      K12530  976.60  100.1     1e-29 ATP-binding cassette, subfamily B, bacterial RtxB
  EBNMPBKG_00021      K09013  164.80   99.9   1.2e-29 Fe-S cluster assembly ATP-binding protein
  EBNMPBKG_00021      K24910  513.23   99.5   1.4e-29 ATP-binding cassette, subfamily B, bacterial RamA/AmfB
  EBNMPBKG_00021      K17207  725.97   99.3   1.8e-29 putative xylitol transport system ATP-binding protein
  EBNMPBKG_00021      K05665 1609.37   98.1   2.8e-29 ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3]
  EBNMPBKG_00021      K20386       -   96.1   1.3e-28 ATP-binding cassette, subfamily B, bacterial CylB
  EBNMPBKG_00021      K18891  788.30   95.4   2.3e-28 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_00021      K18888  706.20   95.2   2.9e-28 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_00021      K06158  580.93   93.9   7.8e-28 ATP-binding cassette, subfamily F, member 3
  EBNMPBKG_00021      K02471  423.33   92.0   2.3e-27 vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
  EBNMPBKG_00021      K05674 1496.80   88.6   1.9e-26 ATP-binding cassette, subfamily C (CFTR/MRP), member 10
  EBNMPBKG_00021      K09691  389.20   88.6   4.5e-26 lipopolysaccharide transport system ATP-binding protein
  EBNMPBKG_00021      K24820 1115.40   88.4   3.1e-26 ATP-binding cassette, subfamily B, fatty acid transporter
  EBNMPBKG_00021      K18216  852.50   87.4   5.8e-26 ATP-binding cassette, subfamily B, tetracycline resistant protein
  EBNMPBKG_00021      K18892  766.33   87.2     7e-26 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_00021      K24911  474.00   85.7   2.5e-25 ATP-binding cassette, subfamily B, bacterial RamB/AmfA
  EBNMPBKG_00021      K18895 2293.67   85.4   1.7e-25 ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter
  EBNMPBKG_00021      K02069  171.43   84.6     6e-25 UDP-glucose/iron transport system permease protein
  EBNMPBKG_00021      K12292 1390.20   79.4   1.9e-23 ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]
  EBNMPBKG_00021      K02034  266.17   79.2   2.7e-23 peptide/nickel transport system permease protein
  EBNMPBKG_00021      K07128  138.13   78.6   3.6e-23 uncharacterized protein
  EBNMPBKG_00021      K06161 1053.50   76.6   1.3e-22 putative syringomycin transport system ATP-binding/permease protein
  EBNMPBKG_00021      K11706  396.60   75.2   5.8e-22 iron/zinc/manganese/copper transport system ATP-binding protein
  EBNMPBKG_00021      K18894 2140.17   74.7     3e-22 ATP-binding cassette, subfamily B, multidrug efflux pump
  EBNMPBKG_00021      K19229  463.93   74.5   6.8e-22 cationic peptide transport system ATP-binding protein
  EBNMPBKG_00021      K19350  365.87   69.8     2e-20 lincosamide and streptogramin A transport system ATP-binding/permease protein
  EBNMPBKG_00021      K06174  279.07   62.6   2.3e-18 ATP-binding cassette, sub-family E, member 1
  EBNMPBKG_00021      K18217  818.97   62.0   3.1e-18 ATP-binding cassette, subfamily B, tetracycline resistant protein
  EBNMPBKG_00021      K05666 1809.23   60.8   2.5e-18 ATP-binding cassette, subfamily C (CFTR/MRP), member 2
  EBNMPBKG_00021      K21480  201.07   58.4   4.5e-17 heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]
  EBNMPBKG_00021      K23513  732.80   57.9   5.1e-17 riboflavin transport system ATP-binding protein
  EBNMPBKG_00021      K19349  649.47   53.6   1.1e-15 pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein
  EBNMPBKG_00021      K02029  219.97   52.0   4.8e-15 polar amino acid transport system permease protein
  EBNMPBKG_00021      K06020  634.97   51.7   6.1e-15 energy-dependent translational throttle protein EttA
  EBNMPBKG_00021      K09689  222.77   46.3   3.4e-13 capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  EBNMPBKG_00021      K18230  480.77   46.1   2.2e-13 macrolide transport system ATP-binding/permease protein
  EBNMPBKG_00021      K18231  454.87   39.9   1.7e-11 macrolide transport system ATP-binding/permease protein
  EBNMPBKG_00021      K10544  407.07   32.4   3.2e-09 D-xylose transport system permease protein
  EBNMPBKG_00021      K03701  370.63   31.4   3.9e-09 excinuclease ABC subunit A
  EBNMPBKG_00021      K01998  242.57   27.7   9.9e-08 branched-chain amino acid transport system permease protein
  EBNMPBKG_00021      K16917  222.10   26.8   3.7e-07 putative peptide transport system ATP-binding protein
  EBNMPBKG_00021      K03546  166.57   24.0   1.2e-06 DNA repair protein SbcC/Rad50
  EBNMPBKG_00021      K07459  139.47   21.0   8.8e-06 putative ATP-dependent endonuclease of the OLD family
  EBNMPBKG_00021      K22923  507.43   20.7     2e-05 Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  EBNMPBKG_00021      K01426  307.73   17.4   0.00017 amidase [EC:3.5.1.4]
  EBNMPBKG_00021      K13799  565.03   16.7   0.00015 pantoate ligase / CMP/dCMP kinase [EC:6.3.2.1 2.7.4.25]
  EBNMPBKG_00021      K04484  217.20   15.3   0.00088 DNA repair protein RadB
  EBNMPBKG_00021      K05774  110.73   14.8    0.0011 ribose 1,5-bisphosphokinase [EC:2.7.4.23]
  EBNMPBKG_00021      K23148  173.27   14.6    0.0021 cytidine diphosphoramidate kinase [EC:2.7.1.224]
  EBNMPBKG_00021      K06924  245.00   14.1    0.0014 uncharacterized protein
  EBNMPBKG_00021      K00942  186.93   13.8     0.002 guanylate kinase [EC:2.7.4.8]
  EBNMPBKG_00021      K06949  100.63   12.8    0.0045 ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
  EBNMPBKG_00021      K07478  227.73   12.7    0.0031 putative ATPase
  EBNMPBKG_00021      K02450  363.97   12.5    0.0053 general secretion pathway protein A
  EBNMPBKG_00021      K00891  134.60   12.4    0.0096 shikimate kinase [EC:2.7.1.71]
  EBNMPBKG_00021      K06917  126.97   12.3    0.0058 tRNA 2-selenouridine synthase [EC:2.9.1.3]
  EBNMPBKG_00021      K00851   50.60   12.1    0.0075 gluconokinase [EC:2.7.1.12]
  EBNMPBKG_00021      K07133  110.67   11.6    0.0083 uncharacterized protein
  EBNMPBKG_00021      K03924  112.03   11.6     0.008 MoxR-like ATPase [EC:3.6.3.-]
  EBNMPBKG_00021      K09882  191.50   11.5      0.01 cobaltochelatase CobS [EC:6.6.1.2]
  EBNMPBKG_00021      K04748  189.77   11.4     0.014 nitric oxide reductase NorQ protein
  EBNMPBKG_00021      K13525  810.53   11.2    0.0082 transitional endoplasmic reticulum ATPase
  EBNMPBKG_00021      K13829  521.30   11.2    0.0079 shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]
  EBNMPBKG_00021      K00855  178.30   11.1     0.012 phosphoribulokinase [EC:2.7.1.19]
  EBNMPBKG_00021      K02404  166.77   11.0     0.014 flagellar biosynthesis protein FlhF
  EBNMPBKG_00021      K06390  227.47   10.9     0.015 stage III sporulation protein AA
  EBNMPBKG_00021      K00945   62.83   10.5     0.017 CMP/dCMP kinase [EC:2.7.4.25]
  EBNMPBKG_00021      K03629  116.43   10.3     0.019 DNA replication and repair protein RecF
  EBNMPBKG_00021      K00943  100.40   10.2      0.03 dTMP kinase [EC:2.7.4.9]
  EBNMPBKG_00021      K19171  178.13   10.0     0.021 DNA sulfur modification protein DndD
  EBNMPBKG_00021      K01338  858.33    9.2     0.038 ATP-dependent Lon protease [EC:3.4.21.53]
  EBNMPBKG_00021      K08482  143.33    7.3      0.13 circadian clock protein KaiC
* EBNMPBKG_00022      K02011  336.17  515.4  1.6e-155 iron(III) transport system permease protein
  EBNMPBKG_00022      K02063  332.33  235.5   1.2e-70 thiamine transport system permease protein
  EBNMPBKG_00022      K02054  288.13  138.9     2e-41 putative spermidine/putrescine transport system permease protein
  EBNMPBKG_00022      K02053  247.77  108.8   2.3e-32 putative spermidine/putrescine transport system permease protein
  EBNMPBKG_00022      K02018  245.83  107.8   5.4e-32 molybdate transport system permease protein
  EBNMPBKG_00022      K11074  327.13   93.2   1.4e-27 putrescine transport system permease protein
  EBNMPBKG_00022      K02047  273.10   93.1   1.6e-27 sulfate/thiosulfate transport system permease protein
  EBNMPBKG_00022      K05773  156.13   92.7   1.9e-27 tungstate transport system permease protein
  EBNMPBKG_00022      K11079  357.00   92.7     2e-27 mannopine transport system permease protein
  EBNMPBKG_00022      K02046  279.93   91.9   3.2e-27 sulfate/thiosulfate transport system permease protein
  EBNMPBKG_00022      K15496  249.13   91.7   3.6e-27 molybdate/tungstate transport system permease protein
  EBNMPBKG_00022      K17312  322.00   91.4   5.5e-27 trehalose transport system permease protein
  EBNMPBKG_00022      K02025  270.30   91.4   4.8e-27 multiple sugar transport system permease protein
  EBNMPBKG_00022      K10238  347.60   86.0   2.5e-25 trehalose/maltose transport system permease protein
  EBNMPBKG_00022      K11082  256.73   85.6   3.7e-25 2-aminoethylphosphonate transport system permease protein
  EBNMPBKG_00022      K11071  278.57   84.9   4.4e-25 spermidine/putrescine transport system permease protein
  EBNMPBKG_00022      K10118  330.27   83.9   8.5e-25 raffinose/stachyose/melibiose transport system permease protein
  EBNMPBKG_00022      K11078  345.10   80.2   1.2e-23 mannopine transport system permease protein
  EBNMPBKG_00022      K11070  284.43   76.3     2e-22 spermidine/putrescine transport system permease protein
  EBNMPBKG_00022      K17242  332.63   74.7   5.9e-22 alpha-1,4-digalacturonate transport system permease protein
  EBNMPBKG_00022      K15771  387.17   68.4   4.4e-20 arabinogalactan oligomer / maltooligosaccharide transport system permease protein
  EBNMPBKG_00022      K10189  345.00   66.9   1.7e-19 lactose/L-arabinose transport system permease protein
  EBNMPBKG_00022      K02026  262.07   66.8   1.5e-19 multiple sugar transport system permease protein
  EBNMPBKG_00022      K02010  436.07   66.1   1.6e-19 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
  EBNMPBKG_00022      K17330  309.53   62.3   3.7e-18 N,N'-diacetylchitobiose transport system permease protein
  EBNMPBKG_00022      K11083  300.40   61.3   6.3e-18 2-aminoethylphosphonate transport system permease protein
  EBNMPBKG_00022      K10201  318.17   59.7   2.1e-17 N-acetylglucosamine transport system permease protein
  EBNMPBKG_00022      K10194  387.93   58.7     5e-17 oligogalacturonide transport system permease protein
  EBNMPBKG_00022      K05778  391.33   57.9   7.7e-17 putative thiamine transport system permease protein
  EBNMPBKG_00022      K05814  341.53   52.7   2.9e-15 sn-glycerol 3-phosphate transport system permease protein
  EBNMPBKG_00022      K10228  278.83   49.9     2e-14 sorbitol/mannitol transport system permease protein
  EBNMPBKG_00022      K10241  344.07   49.7   2.4e-14 cellobiose transport system permease protein
  EBNMPBKG_00022      K10119  290.33   48.5     4e-14 raffinose/stachyose/melibiose transport system permease protein
  EBNMPBKG_00022      K10237  389.47   46.1   2.9e-13 trehalose/maltose transport system permease protein
  EBNMPBKG_00022      K10202  305.97   45.8   4.4e-13 N-acetylglucosamine transport system permease protein
  EBNMPBKG_00022      K10233  335.13   45.5   4.6e-13 alpha-glucoside transport system permease protein
  EBNMPBKG_00022      K10234  283.43   44.7   8.2e-13 alpha-glucoside transport system permease protein
  EBNMPBKG_00022      K11075  342.77   44.0   1.5e-12 putrescine transport system permease protein
  EBNMPBKG_00022      K17235  340.70   43.9   1.9e-12 arabinosaccharide transport system permease protein
  EBNMPBKG_00022      K10193  406.23   42.9   3.5e-12 oligogalacturonide transport system permease protein
  EBNMPBKG_00022      K17316  305.83   42.2   4.8e-12 glucose/mannose transport system permease protein
  EBNMPBKG_00022      K17245  350.30   40.6     2e-11 putative chitobiose transport system permease protein
  EBNMPBKG_00022      K17320  251.83   40.4   1.8e-11 putative aldouronate transport system permease protein
  EBNMPBKG_00022      K17313  315.57   39.6   4.4e-11 trehalose transport system permease protein
  EBNMPBKG_00022      K02038  242.97   39.4   2.4e-11 phosphate transport system permease protein
