# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* HOLGGCEK_00001      K03495  294.00 1004.9  2.4e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  HOLGGCEK_00014      K24699  169.07   31.4   1.1e-08 TetR/AcrR family transcriptional regulator, regulator of mycofactocin system
  HOLGGCEK_00014      K02167  123.60   31.3   1.4e-08 TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
  HOLGGCEK_00014      K22295  110.83   29.8   5.6e-08 TetR/AcrR family transcriptional regulator, repressor for neighboring sulfatase
  HOLGGCEK_00014      K18905  136.10   25.8     7e-07 TetR/AcrR family transcriptional regulator, repressor of the ameABC operon
  HOLGGCEK_00014      K18294  123.97   24.4   1.9e-06 TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor
  HOLGGCEK_00014      K19047  257.30   23.7   3.2e-06 TetR/AcrR family transcriptional regulator, repressor of tetCD
  HOLGGCEK_00014      K22041  187.33   22.8   6.2e-06 TetR/AcrR family transcriptional regulator, copper-responsive repressor
  HOLGGCEK_00014      K18937  249.10   22.7   5.4e-06 TetR/AcrR family transcriptional regulator, repressor for lfrA
  HOLGGCEK_00014      K22294  247.10   22.5   7.5e-06 TetR/AcrR family transcriptional regulator, upper aerobic nicotinate degradation pathway regulator
  HOLGGCEK_00014      K19335  189.17   21.3   2.1e-05 TetR/AcrR family transcriptional regulator, repressor for divergent bdcA
  HOLGGCEK_00014      K18992  169.63   19.9     5e-05 TetR/AcrR family transcriptional regulator, cmeABC operon repressor
  HOLGGCEK_00014      K20325  281.63   19.6   4.9e-05 TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor
  HOLGGCEK_00014      K05501  126.23   19.5   5.6e-05 TetR/AcrR family transcriptional regulator
  HOLGGCEK_00014      K10778  202.27   19.2   6.6e-05 AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
  HOLGGCEK_00014      K18129  233.80   17.1   0.00037 TetR/AcrR family transcriptional regulator, mexXY operon repressor
  HOLGGCEK_00014      K18130  246.63   14.8    0.0014 TetR/AcrR family transcriptional regulator, transcriptional repressor NalC
  HOLGGCEK_00014      K19060       -   14.6    0.0015 TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor
  HOLGGCEK_00014      K13633  262.80   14.1    0.0014 AraC family transcriptional regulator, transcriptional activator FtrA
  HOLGGCEK_00014      K20968  145.47   13.6    0.0029 AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA
  HOLGGCEK_00014      K21563  195.13   12.7    0.0059 CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator
  HOLGGCEK_00014      K18137  292.10   12.4    0.0082 TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon
* HOLGGCEK_00015      K04760  185.63  270.5   8.5e-82 transcription elongation factor GreB
  HOLGGCEK_00015      K03624  142.80  119.5   1.3e-35 transcription elongation factor GreA
  HOLGGCEK_00015      K06140   87.20   29.9   3.7e-08 regulator of nucleoside diphosphate kinase
* HOLGGCEK_00016      K06959  448.10 1180.5         0 protein Tex
  HOLGGCEK_00016      K02357  114.53   96.8     1e-28 elongation factor Ts
  HOLGGCEK_00016      K02945  158.50   87.0     1e-25 small subunit ribosomal protein S1
  HOLGGCEK_00016      K07571  141.73   86.8   1.1e-25 S1 RNA binding domain protein
  HOLGGCEK_00016      K07570  126.43   79.6     2e-23 general stress protein 13
  HOLGGCEK_00016      K02237   74.43   62.6   4.6e-18 competence protein ComEA
  HOLGGCEK_00016      K00962  309.97   55.3   3.2e-16 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
  HOLGGCEK_00016      K12573  480.03   35.2   3.8e-10 ribonuclease R [EC:3.1.13.1]
  HOLGGCEK_00016      K03049  178.23   32.7   4.7e-09 DNA-directed RNA polymerase subunit E' [EC:2.7.7.6]
  HOLGGCEK_00016      K07463  148.63   23.6   1.2e-06 archaea-specific RecJ-like exonuclease
  HOLGGCEK_00016      K00243  156.30   21.2   1.2e-05 uncharacterized protein
  HOLGGCEK_00016      K02460   53.73   20.9   1.9e-05 general secretion pathway protein K
  HOLGGCEK_00016      K08301  596.87   16.0    0.0003 ribonuclease G [EC:3.1.26.-]
  HOLGGCEK_00016      K11620  197.83   14.4    0.0026 lia operon protein LiaH
  HOLGGCEK_00016      K21579  610.93   13.0    0.0035 betaine reductase complex component B subunit beta [EC:1.21.4.4]
* HOLGGCEK_00017      K02470  958.10 1078.0         0 DNA gyrase subunit B [EC:5.6.2.2]
  HOLGGCEK_00017      K02622  890.13  744.7  9.9e-225 topoisomerase IV subunit B [EC:5.6.2.2]
  HOLGGCEK_00017      K07476   81.40   17.8   0.00022 toprim domain protein
  HOLGGCEK_00017      K15011  206.87   16.4   0.00026 two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
  HOLGGCEK_00017      K00936  113.13   13.6    0.0021 two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]
  HOLGGCEK_00017      K18702  443.13   13.4    0.0027 CoA:oxalate CoA-transferase [EC:2.8.3.19]
  HOLGGCEK_00017      K02484  302.80   13.2    0.0033 two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
  HOLGGCEK_00017      K07655  395.90   12.8    0.0038 two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]
  HOLGGCEK_00017      K07649  427.87   11.0    0.0088 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
  HOLGGCEK_00017      K13598  298.90   10.5     0.013 two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
  HOLGGCEK_00017      K07682  211.03   10.3     0.019 two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]
  HOLGGCEK_00017      K02486  318.27   10.3     0.015 two-component system, sensor kinase [EC:2.7.13.3]
* HOLGGCEK_00018      K01783  254.50  368.1    8e-111 ribulose-phosphate 3-epimerase [EC:5.1.3.1]
  HOLGGCEK_00018      K17195  252.77  193.0   4.1e-58 D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]
  HOLGGCEK_00018      K14587  249.07  145.1   1.6e-43 protein sgcE [EC:5.1.3.-]
  HOLGGCEK_00018      K08093  172.00   32.2   5.3e-09 3-hexulose-6-phosphate synthase [EC:4.1.2.43]
  HOLGGCEK_00018      K00788  163.77   27.3   1.7e-07 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
  HOLGGCEK_00018      K03813  248.20   23.5   1.9e-06 molybdenum transport protein [EC:2.4.2.-]
  HOLGGCEK_00018      K13812  350.50   22.1   5.4e-06 bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]
  HOLGGCEK_00018      K13831  322.07   18.2   8.9e-05 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]
  HOLGGCEK_00018      K17104  221.60   17.2   0.00025 phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]
  HOLGGCEK_00018      K01814  260.67   16.2    0.0004 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
  HOLGGCEK_00018      K00767  311.33   14.8   0.00062 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
  HOLGGCEK_00018      K03078  220.07   14.4     0.002 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]
  HOLGGCEK_00018      K01631  209.23   12.6    0.0052 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]
  HOLGGCEK_00018      K06201   47.53   12.4    0.0059 copper homeostasis protein
  HOLGGCEK_00018      K11332  354.57   11.2     0.017 two-component system, OmpR family, response regulator NblR
  HOLGGCEK_00018      K17828  292.10   10.9     0.011 dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
* HOLGGCEK_00019      K01091  120.60  204.0   3.9e-61 phosphoglycolate phosphatase [EC:3.1.3.18]
  HOLGGCEK_00019      K22292  220.27  150.0   9.2e-45 N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]
  HOLGGCEK_00019      K06019  194.57  138.8   1.8e-41 pyrophosphatase PpaX [EC:3.6.1.1]
  HOLGGCEK_00019      K01838  166.10  102.0     4e-30 beta-phosphoglucomutase [EC:5.4.2.6]
  HOLGGCEK_00019      K07025  118.97   99.7     2e-29 putative hydrolase of the HAD superfamily
  HOLGGCEK_00019      K08723  237.40   95.1   4.7e-28 5'-nucleotidase [EC:3.1.3.5]
  HOLGGCEK_00019      K20862  177.77   82.1   4.2e-24 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
  HOLGGCEK_00019      K24204  206.00   73.2   2.2e-21 mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68]
  HOLGGCEK_00019      K01560  139.87   72.5   3.7e-21 2-haloacid dehalogenase [EC:3.8.1.2]
  HOLGGCEK_00019      K16017  252.93   70.7   8.4e-21 AHBA synthesis associated protein
  HOLGGCEK_00019      K19270  212.33   61.4   7.8e-18 mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]
  HOLGGCEK_00019      K22912  193.50   59.1   3.8e-17 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
  HOLGGCEK_00019      K06116  225.60   48.6   4.9e-14 glycerol-1-phosphatase [EC:3.1.3.21]
  HOLGGCEK_00019      K20866  144.97   39.1   7.2e-11 glucose-1-phosphatase [EC:3.1.3.10]
  HOLGGCEK_00019      K05306  173.97   37.7   9.8e-11 phosphonoacetaldehyde hydrolase [EC:3.11.1.1]
  HOLGGCEK_00019      K20881  116.73   36.7   2.8e-10 5'-nucleotidase [EC:3.1.3.5]
  HOLGGCEK_00019      K01079  124.27   34.3   1.1e-09 phosphoserine phosphatase [EC:3.1.3.3]
  HOLGGCEK_00019      K03273  155.00   33.2   3.8e-09 D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]
  HOLGGCEK_00019      K01097  176.43   32.5   3.8e-09 N-acylneuraminate-9-phosphatase [EC:3.1.3.29]
  HOLGGCEK_00019      K20884  298.87   31.7   6.9e-09 riboflavin kinase / FMN hydrolase [EC:2.7.1.26 3.1.3.102]
  HOLGGCEK_00019      K21064  181.37   31.5     1e-08 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
  HOLGGCEK_00019      K11777  156.30   31.3   1.3e-08 HAD superfamily phosphatase
  HOLGGCEK_00019      K07015  110.20   29.9   3.7e-08 uncharacterized protein
  HOLGGCEK_00019      K22223  150.23   28.3   1.1e-07 phosphoglycolate phosphatase [EC:3.1.3.18]
  HOLGGCEK_00019      K20437       -   27.4   1.8e-07 validoxylamine A 7'-phosphate phosphatase [EC:3.1.3.101]
  HOLGGCEK_00019      K01101  291.97   26.5   2.4e-07 4-nitrophenyl phosphatase [EC:3.1.3.41]
  HOLGGCEK_00019      K19269  388.23   25.6   3.9e-07 phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]
  HOLGGCEK_00019      K05967  106.13   21.5   1.5e-05 uncharacterized protein
  HOLGGCEK_00019      K20860  159.80   19.7   3.1e-05 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
  HOLGGCEK_00019      K11938  173.53   19.2   5.4e-05 HMP-PP phosphatase [EC:3.6.1.-]
  HOLGGCEK_00019      K18697  120.33   18.7   7.9e-05 phosphatidylglycerophosphatase C [EC:3.1.3.27]
  HOLGGCEK_00019      K03270  160.43   17.1   0.00023 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
  HOLGGCEK_00019      K20861  358.30   16.8    0.0004 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
  HOLGGCEK_00019      K02101  300.20   16.1   0.00039 arabinose operon protein AraL
  HOLGGCEK_00019      K17623  231.47   16.0   0.00039 pseudouridine 5'-phosphatase [EC:3.1.3.96]
  HOLGGCEK_00019      K15781  300.40   14.7   0.00057 putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]
  HOLGGCEK_00019      K17686  813.70   13.3    0.0014 P-type Cu+ transporter [EC:7.2.2.8]
  HOLGGCEK_00019      K00616  146.97   13.1    0.0033 transaldolase [EC:2.2.1.2]
  HOLGGCEK_00019      K07757  390.73   12.3    0.0073 sugar-phosphatase [EC:3.1.3.23]
  HOLGGCEK_00019      K01533  851.00   12.2    0.0037 P-type Cu2+ transporter [EC:7.2.2.9]
  HOLGGCEK_00019      K21063  262.23   11.8     0.011 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
  HOLGGCEK_00019      K07024  232.97   11.4      0.01 sucrose-6-phosphatase [EC:3.1.3.24]
  HOLGGCEK_00019      K17619   58.43   11.1     0.016 magnesium-dependent phosphatase 1 [EC:3.1.3.48 3.1.3.-]
  HOLGGCEK_00019      K01627  206.73   10.3     0.024 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
  HOLGGCEK_00019      K06117  327.47    7.1      0.18 glycerol-1-phosphatase [EC:3.1.3.21]
* HOLGGCEK_00020      K01914  231.43  501.3    1e-151 aspartate--ammonia ligase [EC:6.3.1.1]
  HOLGGCEK_00020      K04567  328.10   13.4    0.0018 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
  HOLGGCEK_00020      K04568  306.60    9.6      0.04 elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]
  HOLGGCEK_00020      K15395 4134.90    8.3     0.014 hybrid polyketide synthase / nonribosomal peptide synthetase FtdB
* HOLGGCEK_00021      K03718  150.43  206.7   3.2e-62 Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
  HOLGGCEK_00021      K03719  130.60  121.0   6.3e-36 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
  HOLGGCEK_00021      K05800  206.50   97.6   8.2e-29 Lrp/AsnC family transcriptional regulator
  HOLGGCEK_00021      K06154  195.30   65.1   5.5e-19 Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis
  HOLGGCEK_00021      K15782  164.43   61.0   8.9e-18 Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes
  HOLGGCEK_00021      K22225  122.20   27.8   8.1e-08 siroheme decarboxylase [EC:4.1.1.111]
  HOLGGCEK_00021      K07725   66.03   20.0   3.2e-05 CRISPR-associated protein Csa3
  HOLGGCEK_00021      K07721   66.57   19.2   7.2e-05 ArsR family transcriptional regulator
  HOLGGCEK_00021      K18906  126.47   18.9    0.0001 MarR family transcriptional regulator, multiple gene regulator MgrA
  HOLGGCEK_00021      K21454  119.03   17.2   0.00028 MarR family transcriptional regulator, teicoplanin-associated locus regulator
  HOLGGCEK_00021      K02444  265.23   16.2   0.00035 DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
  HOLGGCEK_00021      K09012  125.00   14.5    0.0021 DeoR family transcriptional regulator, suf operon transcriptional repressor
  HOLGGCEK_00021      K02565  421.23   14.3    0.0013 N-acetylglucosamine repressor
  HOLGGCEK_00021      K21827  333.57   14.2    0.0016 IclR family transcriptional regulator, arginine deiminase pathway regulator
  HOLGGCEK_00021      K02468  282.63   14.1    0.0024 DeoR family transcriptional regulator, glucitol operon repressor
  HOLGGCEK_00021      K02081  287.30   13.7     0.002 DeoR family transcriptional regulator, aga operon transcriptional repressor
  HOLGGCEK_00021      K00583   88.47   13.4    0.0046 tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]
  HOLGGCEK_00021      K03436  279.97   12.4    0.0056 DeoR family transcriptional regulator, fructose operon transcriptional repressor
  HOLGGCEK_00021      K16328  220.17   12.3    0.0043 pseudouridine kinase [EC:2.7.1.83]
  HOLGGCEK_00021      K06283   47.37   12.0     0.013 putative DeoR family transcriptional regulator, stage III sporulation protein D
  HOLGGCEK_00021      K24073  187.70   11.9     0.012 RNA polymerase sigma factor CnrH
  HOLGGCEK_00021      K03892   87.30   11.7     0.018 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
  HOLGGCEK_00021      K11924  135.77   11.6     0.016 DtxR family transcriptional regulator, manganese transport regulator
  HOLGGCEK_00021      K00162  504.10   11.5    0.0078 pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
  HOLGGCEK_00021      K03088   64.93   11.5     0.013 RNA polymerase sigma-70 factor, ECF subfamily
  HOLGGCEK_00021      K18294  123.97   11.4     0.018 TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor
  HOLGGCEK_00021      K23988  219.73   10.8     0.021 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]
  HOLGGCEK_00021      K03712  118.93   10.6     0.028 MarR family transcriptional regulator, multiple antibiotic resistance protein MarR
  HOLGGCEK_00021      K01738  417.07   10.5     0.019 cysteine synthase [EC:2.5.1.47]
* HOLGGCEK_00022      K04762   53.90  159.5   1.1e-47 ribosome-associated heat shock protein Hsp15
  HOLGGCEK_00022      K06442   70.70   23.8   1.7e-06 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]
  HOLGGCEK_00022      K06179  327.40   22.2     6e-06 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]
  HOLGGCEK_00022      K02986   69.77   19.0   7.4e-05 small subunit ribosomal protein S4
  HOLGGCEK_00022      K06180  282.67   17.0   0.00028 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
  HOLGGCEK_00022      K14761   47.63   15.5    0.0012 ribosome-associated protein
  HOLGGCEK_00022      K06183  291.90   15.1    0.0008 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]
  HOLGGCEK_00023      K15537  198.30    9.4     0.033 alkylglycerol monooxygenase [EC:1.14.16.5]
  HOLGGCEK_00023      K21397  381.93    2.4       3.2 ABC transport system ATP-binding/permease protein
  HOLGGCEK_00023      K13598  298.90    1.9       5.1 two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
  HOLGGCEK_00024      K03980  214.57    9.2     0.028 putative peptidoglycan lipid II flippase
  HOLGGCEK_00024      K02025  270.30    8.2     0.087 multiple sugar transport system permease protein
  HOLGGCEK_00024      K07706  114.63    3.5       2.6 two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]
  HOLGGCEK_00024      K07037  241.33    3.5       1.6 cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]
  HOLGGCEK_00024      K03762  468.30    3.3       2.2 MFS transporter, MHS family, proline/betaine transporter
  HOLGGCEK_00024      K08082  274.43    3.3       3.5 two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
  HOLGGCEK_00024      K07778  172.60    1.7       8.3 two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
  HOLGGCEK_00024      K08979  126.33    1.4       7.1 putative membrane protein
  HOLGGCEK_00024      K21306  285.03    1.0       9.1 dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]
  HOLGGCEK_00024      K18967  241.73    0.6        23 diguanylate cyclase [EC:2.7.7.65]
* HOLGGCEK_00025      K01082  181.40  222.0   1.4e-66 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]
  HOLGGCEK_00025      K01092  204.73  143.1   1.2e-42 myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
  HOLGGCEK_00025      K05602  235.43  101.0   8.4e-30 histidinol-phosphatase [EC:3.1.3.15]
  HOLGGCEK_00025      K18649  250.47   95.9     2e-28 inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]
  HOLGGCEK_00025      K15422  427.80   59.3   2.4e-17 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]
* HOLGGCEK_00026      K00036  378.77  665.4  9.1e-201 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
